run_id,seed_used,success,restarts_used,total_iterations,time_s,final_conflicts,strategy
1,42,False,1,5,0.005229603999850951,1,best-improvement
2,43,False,1,4,0.005043422000198916,2,best-improvement
3,44,False,1,4,0.0042337879999649886,1,best-improvement
4,45,False,1,4,0.004631733999985954,1,best-improvement
5,46,False,1,4,0.00548110199997609,2,best-improvement
6,47,False,1,5,0.004040956999915579,1,best-improvement
7,48,False,1,4,0.004391807000047265,1,best-improvement
8,49,False,1,3,0.0032840649998888694,2,best-improvement
9,50,False,1,5,0.004335554999897795,1,best-improvement
10,51,False,1,5,0.005404567000141469,1,best-improvement
11,52,False,1,3,0.002273727000101644,1,best-improvement
12,53,True,1,5,0.005639037000037206,0,best-improvement
13,54,True,1,4,0.0027620590001333767,0,best-improvement
14,55,False,1,5,0.004507896999939476,2,best-improvement
15,56,False,1,3,0.0031033579998620553,2,best-improvement
16,57,False,1,4,0.0043335300001672294,1,best-improvement
17,58,False,1,5,0.004656086999830222,2,best-improvement
18,59,False,1,4,0.0033706169999732083,1,best-improvement
19,60,False,1,4,0.0038336739999067504,1,best-improvement
20,61,False,1,3,0.002773613000044861,2,best-improvement
21,62,False,1,5,0.005823235000207205,1,best-improvement
22,63,True,1,5,0.003594375999909971,0,best-improvement
23,64,True,1,4,0.0049742830001378024,0,best-improvement
24,65,False,1,4,0.0036347660000046744,1,best-improvement
25,66,False,1,4,0.004615251999894099,1,best-improvement
26,67,False,1,6,0.0061557149999771354,1,best-improvement
27,68,False,1,4,0.004070205999823884,2,best-improvement
28,69,False,1,5,0.005191204000084326,2,best-improvement
29,70,False,1,3,0.003993398999909914,1,best-improvement
